,rev_date,rev_title,rev_type,rev_rating,rev_par
489,February 2015,Great apartment hotel in Manila,NA,50,"This is a great apartment hotel in Manila. From the minute we arrived until the end of out stay we felt very welcome.  We stayed in a large two bedroom apartment with two nice bathrooms, a living room and a kitchen.  The internet connection is fast and the pool is a nice place to go for a swim.  10 minutes walk from the hotel there is a huge shopping center.  There is actually nothing you can point out is wrong. A good example of that everything is taken care of is that one day it knocked at the door. And a man asked if it was okay to change the bulb in one of the rooms.  We haven't asked for it. And this is unusual that the house keeping report such problem. Normally you have to tell them yourself if something is not working.  So all in all Oakwood is a great place to stay in"
490,March 2015,I love to stay here,NA,40,"It is the amazing experience to stay in this hotel while I attending conference in Manila. The room was clean regularly, very comfortable and facilitated by smiling personal I also enjoy the breakfast experience in Nostalgic Restaurant. I love the smoked salmon"
491,January 2015,Perfect for family who loves to cook,NA,50,"One bedroom suites is amazing! Bathroom with steam, bathtubwithTV, nice furniture and fixtures, huge space, kitchen very complete, indoor pool not warm not cold, walking distance to 4 major malls in manila, MEGAMALL,PODIUM,GALLERIA-robinsons, SHANGRILA MALL. Perfect to those who wants to save budget and variety of options to choose from. I bet you!"
492,February 2015,Awsome,NA,50,"Very impressed with the rooms we stayed in an executive suit, The room was massive, 3 toilets, 3 bedrooms, with a tv in every bathroom and a decent sized kitchen. The hotel staff were very polite and friendly. Always ensuring your safety both inside and outside the hotel. Checking cabs to see if your not being ripped off and searching to see if you left anything behind. Great advise on where to shop and eat. I would recommend this place to anyone, its worth every dollar."
493,March 2015,Really good place ,NA,50,"Been staying at Oakwood for several weeks during my first visit to the Philippines. I'm a hard judge of hotels bit I'm really enjoying the stay here. Great room, equipped with an excellent kitchenette Inc a proper oven so I can cook when I want. Supermarkets close by at Megamall and Robinsons. No bath/tub in room but the stand up shower is very very nice.   Fast Internet included in my taste. Housekeeping are excellent and the local area, despite what a previous reviewer says is perfectly safe feeling. Free car parking too if you rent  a car.   Large TV, I bought a long HDMI lead, plug in my laptop and watch UK TV using a vpn connection which the hotel wifi is fast enough to support.   Highly recommended of your are doing business nearby. "
494,December 2014,"Lack of management, disorganized staff, irregular housekeeping=roaches",NA,20,"I stayed here while traveling on business on 2 separate occasions. I was moved here from the Crowne Plaza due to my trip being extended stay. Our company had a large group of employees staying in the Philippines. Prior to our move, my company arranged for us to tour several nearby ""extended stay"" hotels, this property was chosen due to each room having in-room laundry, in-room kitchens, fitness facilities, and onsite Avis car/driver service.   I was sorely disappointed in this hotel!!   First problem we had was that Avis seemed unable to book reservations correctly for our cars/drivers to take us to/from work M-F. We had numerous occasions where there were not enough cars/drivers available or they would send a small car to pick up 6 people. These problems persisted even after"
495,March 2014,Home away from home,NA,50,"This is one of the best service apartment I have stayed so far. Every thing has been engineered by keeping customer need in mind. Staff is really cooperative, helpful and now what exact is the need of hour. Rooms are clean and equipped with all features required by a traveler. Roomsize is really big one. wish they could be associated with some miles systems."
496,January 2015,great for family stay,NA,50,"stayed here for a night with my family. Booked the 1 bedroom the suite, it was quite spacious. My 1 and a half yr old daughter had lots of room to play around. the toilet is particularly nice and big.   Check-in was okay. The only problem is it has 2 entrance which was a bit confusing at first.   The best part about the hotel is the indoor heated swimming pool with a small jacuzzi pool beside it. My daughter enjoyed it so much. It also has a playroom although, not much toys to play with inside but its enough i think for kids.    Location wise, it is very near the podium mall. Overall, its a nice hotel."
497,August 2014,Elegant luxury hotel in busy location,NA,50,This hotel is lovely and elegant. The room is spacious and furniture is in high quality. The only problem is busy lobby and not enough service attendance in the front desk. This hotel shares building with condo residents thus entry is quite crowded most of time. If there are traffic then it will take long time to get to hotel from centural business strict. There are plenty of restaurants in walking distance and also fancy mall. Nice hotel for value.
498,January 2015,Top Notch Hotel,NA,50,"I stayed only 1 night but it was memorable.  I called them 1 day before to make a reservation for a studio and I had a very pleasant experience dealing w/ their reservation dept.  Check in and check out were a breeze and the front desk was very accomodating and professional. My reservation included a breakfast buffet which offered a diverse variety of goodies and dishes.   The room and facilities were excellent (nice lap pool, well maintained gym and decent WIFI).  Overall, this hotel has everything going for them.  Proper training and maintenance is evident with staff.  I would love to stay here again for a longer duration."
499,January 2015,A standout hotel,NA,50,"Every once in a while you come across a venue where the staff go that extra mile to make themselves that much more available, that little bit more helpful and this is one such venue.  My checkin process took a little longer than expected due to my late arrival. Before too long though I was into a beautiful, large room. See photos.  The room had everything that I needed plus more. I wasn't intending to do any washing but the washing machine was so convenient. The clothes rack meant that my clothes were dry within a few hours.    During my stay here I used the room for some business meetings. This was possible by closing off the bedroom and using the dining table. A very suitable solution for me.  The included breakfast was excellent. As at Jan 15 the level 6 restaurant is being"
500,December 2014,Perfect for Family,NA,50,"My family loves hotel so much that we always try different hotels, and Oakwood became our favorite because of Location wise, walking distance to three Malls, with complete kitchen utensils so big savings when we can cook,bake,etc.."
501,January 2015,"Impeccable room, service and facilities",NA,50,"Oakwood is known hereabouts not so much as a hotel but more as serviced apartments.  There's no such thing as 'standard' rooms here as all units are suites complete with kitchen, living and dining areas with appliances like stove, full-size ref, dishwasher, microwave oven and washing machine.  The bed is just right as to firmness, the pillows are bigger than usual and can be formed to your desired height and shape.  The bath has both tub and shower, double basins with complimentary toiletries, slippers, coffee and bottled water.    Breakfast buffet was nothing fancy but tasty.  The gym is well-equipped, even the treadmill machines had individual cable TV sets!  The pool was a good 25-meter size, and has underwater music for good measure. Unlike the hotel nearby where my"
502,December 2014,Best Staycation with Family or Friends,NA,50,"We celebrated my brother's birthday here last December. The whole experience is unforgettable. Every detail of the room was good. The room we stayed is very spacious enough to accommodate large group and it has complete amenities. It has a well equipped kitchen with matching automatic dishwasher and even an automatic washing machine. The furniture and the electronics are well organized even the bathroom has its own television well positioned near the bath tub =).  The beds are clean and the hotel staff were very kind and accommodating. All smiles whenever we ask for a service.  The pool was good as well since it's an indoor pool.  All in all, we had a great stay with my family and will definitely will book here next time =)."
503,July 2014,Puts the Premier in Hotel Service,NA,40,"Big hotels seldom get reviews, especially good ones, since they are expected to deliver nothing but quality service. Much more a big hotel part of an international brand such as Oakwood. But this hotel definitely proved why they have been chosen as the 'Travelers' Choice' in 2014 by Trip Advisor and awarded the 2014 Trip Advisor Certificate of Excellence, as well as the other 9 hotel chains across Asia.  My partner and I's experience was a splendid one. The staycation was because of my partner's birthday. I had planned and went to the hotel to cook up a surprise. Needless to say, the staff were more excited than I was. Everyone was very supportive of my plans including the kitchen people who also gave us a complementary birthday cake made with a huge block of chocolate topped"
504,December 2014,The best christmas staycation,NA,40,"I always wanted to stay at oakwood but the rates are so high that we couldn't afford. Thanks a lot for their premiere holiday stay promo for 6000nett without breakfast, we availed it for 2 nights and we celebrated our family holiday. My kids loved the tub with tv. Tv's are everyehere. And i love the kitchen so much. I cook our meals and we had a great savings rather than eating out. We almost missed our early flight on our last day because we woke up late but thanks to Ms. Lozano, the frontdesk who handled our check-in and check out efficiently. I just hope they offer low rates and promos so that people can afford to stay. Hoping to be back soon"
505,December 2014,We found a Home =),NA,50,"I remember when we first checked in at Oakwood and literally I am amazed from rooms to service.  So last Dec 17, my Aunt came home from US as a balikbayan and we recommended this hotel to her in order to experience the homey like place. She stayed there from Dec 17 to January 1 and we accompanied her during that period.  We had an amazing experience and we really felt that it is our 2nd home. The staffs are very accommodating specially the guy at the reception named Jake. He made us feel that Oakwoof is our Home.   We will definitely go back here!  Thank you Oakwood for the awesome stay! Keep it up!"
506,December 2014,Perfect!,NA,50,"This is by far the best hotel we have ever experienced. We booked this hotel thru RatesToGo for an overnight stay for New year's eve. We got a 1BR suite and the room was HUGE, It's almost a full-sized apartment with complete kitchen top-brand appliances: 10cu ft ref, washing machine, cooktop stove, oven, dishwashing machine, microwave oven, coffee maker and tea pot. It also has three LED TVs; one in the living room, in the bedroom and inside the toilet beside the huge bath tub. The toilet has a separate enclosed shower where you can also do sauna and also a separate huge bath tub. The only thing missing is a bidet for the toilet seat. The bed was king-sized and was super comfortable. The windows are from floor to ceiling which made watching fireworks really enjoyable. The"
507,December 2014,"Great place, great staff, great stay....with a caveat...",NA,40,"My niece recommended Oakwood after a not so great stay at a nearby hotel. The place is great, its near everything and within walking distance of two big malls. I booked a one bedroom suite for 16 days. I love how big the hotel room is overall.   The bedroom has a king size bed and the bathroom is nice. The hotel reception staff is very helpful, courteous and professional. Jake at the front desk went above and beyond to make our stay enjoyable. Maggie from housekeeping is also the best, she gave me 2 shoe racks and a dish rack for my use for the duration of my stay. Give these two a good salary raise, they deserve all the accolades.  What I like is the free breakfast on the 6th floor which is very convenient. They have a good selection of food choices. And there is a gym not to"
508,December 2014,Didn't want to go home.,NA,50,This was the best hotel that I ever stayed in my life. They made blue collar worker like me feel like I was ruch and powerful. Our stay here was they perfect end to our vacation and the breakfast buffet was a great send off to the long lines at the airport. If you stay here save yourself the hassle with taxes and arrange for there car service. It is less expensive. The malls are just blocks away and inside of them you will find supermarkets incase you wish to cook your own meals.
509,December 2014,Excellent accomodations & location,NA,50,"Our son booked us rooms for his wedding.  The entourage would stay overnight because of the 9am wedding.  My husband & I had a huge one-bedroom room all to ourselves. It had a kitchenette complete with stove, oven, ref & washing machine. The living/dining area was also spacious & could sleep two people.  Our king-sized bed could easily sleep 3 adults comfortably.  The bathroom had a bathtub & a separate shower with glass enclosure.  With the floor to ceiling glass walls, we had an excellent view of the Podium & St. Francis Square.  Walking distance would be SM Megamall & Robinsons Galleria.    Security is very tight.  They'll give you access cards to your room.  I had to go to my daughter-in-law's room for make-up at the 12th floor which my son wrote in his note.  Our room was"
510,July 2014,Our new favorite hotel!,NA,50,"The aftermath of Typhoon Glenda in July 2014 left us without electricity for 3 days. On the second night without electricity, we decided to check in at the last minute at Oakwood because our ""polar bear"" toddler had trouble sleeping in the heat (We checked in past 10:00 PM already). Oakwood Premier Joy-Nostalg was such a welcome place for us -- filled with surprises! Even if we got the cheapest room that we could find (studio), the room filled us with so much delight, from the fully-furnished kitchen, to the sauna & TV in the shower, to the washing machine and even office table, which was just perfect for me as I had work deadlines to finish the next day! Even our toddler had lots of fun playing in their play room on the 5th floor.  Their breakfast selection was not as big as"
511,December 2013,Amazing Stay,NA,50," We arrived late in the night and the hotel staff were more than happy to welcome us, we took the 1 BR suite for an initial stay of 3D2N but we enjoyed our stay so much that we ended up extending up to 6 days, the rooms are spacious with a fully equipped kitchen and laundry area, and the bathroom has a nice bathtub with flatscreen tv! Some of the furnitures in the living area were a bit old fashioned but very comfy. One thing though, the cleaning staff were a bit too eager to finish cleaning up that they have opened the room when we were not able to answer immediately, we were sleeping and we were a little surprised to see them inside. The next days we just asked them to clean when we are out which they happily obliged to. All in all it was a really good stay! Would definitely"
512,November 2014,Very nice hotel,NA,50,"We got a 1 bedroom suite and it did not disappoint. The place was spacious and cozy. The kitchen was complete with cooking and eating stuff. It even has a laundry/drying machine. There was TV at the living room, bedroom and even the bathroom! The bath tub was quite big also and we enjoyed the sauna at the shower area. Our favorite part of the hotel is the heated indoor pool, both the big one and the kiddie pool. Though they are strict with the use of pool area, maximum of 4 people only per room, otherwise they charge 1k for extra adult and Php 500 for extra kids. The staff were also accommodating. We will definitely come back to this hotelü"
513,November 2014,Just Near ADB,NA,40,This was a very comfortable stay - the room was extremely generous both in size and amenities. I have stayed here before when visiting ADB and would highly recommend it for its convenience. The gym is also very generous and well equipped. Breakfast was good as were the other meals that is had whilst participating in a workshop.
514,November 2014,great staycation,NA,40,"We loved our stay at the Oakwood. We got the 2 bedroom executive suite and it was huge, clean, comfortable and fully equipped. It had all that we needed. The professional pictures of the hotel did not disappoint. It was real. My kids had the best weekend ever. They kept on saying this for the entire weekend we were there. The heated pool and jacuzzi was splendid. Just what we needed to relax and bond with the family. A special shoutout to the hotel staff at the Oakroom, the swimming pool and the frontdesk. Very professional indeed. Will definitely come back to this hotel."
515,November 2014,Great choice for the Ortigas Area,NA,40,"Stayed here over the weekend; we were billed in a very well-appointed two bed room suite. We found the rooms very spacious and tastefully decorated. The hotel provided all the basic amenities (toiletries, slippers, robes, wifi) and the suite had everything you'd expect from a  5* hotel. For the hotel's recreational facilities, the hotel had 20 m indoor lap pool and a well-equipped fitness center.  Overall, I thought the hotel very much met our expectations-  the hotel gave other more established and full-serviced hotels a run for their money. A two bedroom suite for the price of a regular double room in neighboring hotels is an absolute steal. A word of caution though, the hotel is really a serviced apartment (and has many long-staying guests), so one has to correctly set their"
516,September 2014,A Suite Escape,NA,40,"I won't play coy and just get straight to the point. I loved our stay at Oakwood!   We've been to a couple of serviced suites around the metro (and at one time even became members of some) and it is by far the best we've been to. It's strategic location in the Ortigas Centeral Business District is an added bonus.   We stayed overnight in a one-bedroom suite. The room was huge, no, ginormous is probably more fitting.  Essentially, the room speaks of old english luxury with a modern twist through, not only its design, but also through the thoughtful choice of expensive furniture and appliances.   The kitchen area has a state-of-the-art washer and dryer, induction stove and oven,  a two door heavy-duty refrigerator, a dishwasher and a microwave oven. Kitchen utensils and pots and"
517,November 2014,Excellent property for urban staycation,NA,40,"I just recently stayed here for 3 nights.  One bedroom suite was quite spacious, nearly double the space of a comparable 5 star hotel with full living room and working kitchen. The bedroom was big and so was the bathroom with tub.  The property is quite well maintained.  Breakfast options at Oakroom are decent. Friendly and accommodating staff for the most part.    Point for improvement is that the amenities are not refreshed per day(coffee, tea, toiletries)."
518,August 2014,My favorite place.,NA,50,"I've stayed for quite a number of times here, maybe 6 to 8 times, and they never disappoint (except for my late check-out requests which was granted just once. Haha).   1. Check-in and out are always done fast that even if i see long queues at times, it does not discourage me.  2. The rooms i've stayed in are always fresh though maybe once or twice the cupboards were dusty.  3. Service was quick whenever we needed assistance (i.e., washing machine help, kitchen mopping, make-up and turndown of rooms, extra utensils request, etc.). 4. Staff was friendly and courteous in the Oakroom and pool. 5. Security was great.  6. Best thing, the rooms are spacious. We were able to do a small baby shower and a simple send-off party for our friends.  Surely you wont be disappointed. And i'm"
519,May 2014,The Best Serviced Apartments in Manila,NA,50,"If you are looking for a serviced apartment that offers the lot, this is the place for you. It is close to all the shops and transport, the staff are the most friendliest and most helpful you can find, it is just like they were hand picked. The rooms are spacious and very clean, very fast internet access and a 5 star restaurant with 5 star service. Oakwood is a very safe place for your family, it offers security access in the lifts and security as you enter the hotel. This is honestly the best place and an affordable place for short or long term. I stayed for 6 months and it was a home away from home."
520,October 2014,Best value for your money!,NA,50,"Everything was perfect, from our smooth check-in to the fully-equipped amenities in our spacious rooms. The breakfast buffet had a somewhat limited choice of food, but they were all delicious. Its location is also accessible to nearby malls. One comment though, our stay could have been better if there were bidets installed in the bathroom, for convenience.   Our overall experience in Oakwood was great and unparalleled; we would love to come back again."
521,June 2014,Home away from home,NA,40,"I have stayed here frequently since 2010, and the hotel continues to maintain its excellent standards.  I stayed in a spacious one-bedroom suite.  The breakfast is sumptuous, but not too many healthy and vegetarian options!"
522,October 2014,Modern and clean high end serviced apartments ,NA,40,"Nice and large space both for the room and the living area.   Nice finishing, giving a luxury feel to it.   Bathroom fitting is great with large and stylish bath tube.   Very nice high end feel at the reception too.   One minus point is that it's a bit dead at night. It is located a short walk away from the shangri-la plaza though so it mitigates this a bit.  "
523,October 2014,Excellent Accommodations,NA,50,"My wife and I stayed in a Executive Studio on the 16th Floor.  The check in was smooth and the agent was very helpful. The room was great with many amenities.  The room comes with a fully equipped kitchen with stove, oven, microwave, sink, and full size refrigerator. There is an in room washer dryer unit, led tv/multimedia unit, iron, safe, robes and plenty of storage.  The bathroom is modern and comfortable also with its own TV.  The breakfast buffet was well stocked and the dining room is comfortable.  Service is very attentive and friendly.  There is a business center that has a library of books and dvd movies for loan. Although we didn't use the gym or pool facilities,  they are available.   I highly recommend this hotel for stays in this area. The convenience of SM Megamall"
524,October 2014,Perfect for business and pleasure!,NA,50,"Stayed at their 1-bedroom suite and it's huge enough for 4. Kitchen, dining and living are spacious enough for one to do both work and personal errands. Room is actually too huge in relation to the bed size though...bathroom is perfectly done with a bath tub and built in steam room (convertible to shower area). Room is fully furnished from  oven, dishwasher, washing machine/dryer to kitchen utensils. Amenities include a lapping pool, gym and a business center.   This place is actually a home away from home especially if you are an expat assigned to Manila or from some out of town. All you need is already inside the suite.  Building is safe and you need a card to access the elevator so it comes with some privacy and added security as well.  Location is within Ortigas CBD and"
525,August 2014,Like home. ,NA,40,"I enjoyed my stay (twice) at Oakwood. Location is not great - a 10 min walk to the malls along some dingy shops, but if you only want a high class apartment and order room  service in, this is the place to be.   Getting a taxi is easy, and they have enough staff to answer any questions you may have and also open the doors whenever you walk towards one.   This place has the most comfortable bed and pillows ever and for a week, I woke up thinking I was home. "
526,October 2014,Review of Oakwood Premier Joy-Nistalg Center Manika,NA,50,"We stayed at Oakwood for 5 nights. As we landed into Manila quite late we had pre-arranged transfers to the hotel, however there are numerous taxis waiting outside arrivals (I didn't see any buses) but I know there's no Metro / Train. The journey by car took exactly an hour to the hotel, traffic was very very bad, even at midnight! (Mainly due to road works close to the airport) Check-in was very quick and the lady in reception was very pleasant and welcoming and informed us where areas were in the hotel (pool, spa, gym, breakfast etc...), the lady also gave us our wifi login & password which could be used on x4 devices (which was good as we actually had 4) Our room was located on the 11th floor (room 1113), upon entering we were more than delighted!  To the left, as we entered"
527,September 2014,"Good hotel, a bit lacking in the customer service skills",NA,40,"Our stay here was good since the room and pool facilities were great.  As the title says, a bit lacking though in the customer skills department:  A.  Your certain female guest services officer's attitude is appalling.  We had a misunderstanding about the room, and she was continuously blaming me on the phone to the point of even hanging up on me!  When I called back for the Nth time, I got a male gso, and luckily he was very polite and accommodating, and actually understood and resolved my dilemma.  Kudos to him, and also to the female supervisor who did apologize to us when we finally checked in.  B.  We found the kitchen utensils/dinnerware/silverware lacking, so I must admit I was requesting a lot of extras from housekeeping.  The housekeeping guy on our first night was"
528,September 2014,Great value for family style condo/hotel,NA,40,"In a business district, easy access. Tremendous value for price vs. what you get. A 2 bedroom suite for $140? yes please.   Pro: Lots of room. Full kitchen with washer/dryer. Clean spacious well designed bathroom. Multi zone AC central air.  Cons: Staff has no idea how to use appliances. And the washer had no instructions and the design from hell. Public areas of the hotel kinda blah. Definitely geared towards business needs."
529,September 2014,Great location for business and restaurants,NA,40,The hotel is located perfectly for local businesses. The overall impression was of the tremendous space provided in the rooms. I was on the 24th floor and had a great vista over the city. Breakfast was plentiful and service was great.I would recommend this hotel to anyone doing business in the Pasig City area.
530,September 2014,In the top 5 I have ever stayed in,NA,50,"This is a wonderful hotel. The suites are huge and very well equipped, comfortable and spotlessly clean. The breakfast is excellent with a good variety and enough staff serving to ensure all is fine. Reception could not be more helpful and the porterage and all services were excellent. My only quibble would be the bar. Not the staff, who were most attentive, but the general design was not consistent with the rest of the hotel. It looked like an after thought. I would add the kitchen had everything except a corkscrew, but maybe the previous guest took a liking to it? But do not let that influence you against this hotel. It is outstanding and well worth 5 stars."
531,September 2014,An Apartment and Hotel in One,NA,50,"After being away from home for so long it has been delightful staying here at Oakwood Premier. The apartment has cooking facilities, which has made the last month of my trip much more pleasurable. The apartment is well fitted out with an excellent modern kitchen and all the appliances. The shower is also a steam room. The staff are amazing. It is centrally located for Ortigas, Eastwood and Makati. So much to do in the area. Special thanks to Jake, Carlo, Kelvin, Adrian, Clarissa, Patrick, Bal and most of all Matt from House Keeping. Will definitely return."
532,October 2013,Convenient,NA,50,"We stayed at Oakwood Premier Nostalg for 1 month, my husband stayed for 4 months  during our transition from Jakarta. It's walking distance from his office and has many shops, mall and restaurant around. The place itself is homey. We got a 2 bedroom/2 bathroom service aprtment. It has kitchen that includes  pot, pan, plates and other kitchen utensil. I forgot which floor but they have a playroom for children. We only visited  twice during our stay since my girls feels its babyish. They prefer to swim. You can see the swimming pool from the gym. I usually exercise while they swim. I feel its safe since I can check them time to time. After swimming and exercising we all shower at the changing room and go back and relax at our apartment. Since we have our own kitchen in the room we"
533,September 2014,Hard to Fault,NA,40,"I had a one bedroom suite and can't think of much they could have added. Bed bathroom and living room / kitchen all great. 96 channels of TV .. and I could understand about 20. Bid bedroom with vanity. bathroom for a crowd and I don't know enough people in Manila to fill the living room .   What can I fault.... location maybe. Unless you are visiting Asia  Development Bank ( opposite), San Miguel or another major corporate , this is not the place to be. It is the business district. Yes there are 3 big malls within walking distance, but pubs an restaurants are few unless you want TGIs or down market chains. At least 20 coffee chains within 200 metres.   Breakfast.. average. But nothing to complain about.  I could stay there  a along time,  would get bored with the surrounds but"
534,September 2014,Exceptional Service - AMAZING!,NA,50,"The amenities were all good! I love the ambiance of the hotel, all the staffs were hospitable especially the housekeeping. they're all willing help us and assist us. Many thank you to you guys! I will be visiting oakwood  soon :) thumbs up!"
535,September 2014,What happened to Oakwood?,NA,10,"When we got there, there were no more available parking so i had to avail of the valet service. But they didnt have enough parkers so we had to wait for one. Then no one was available to take our luggage/bags. They said to just leave it at the lobby. But when a bellboy tried getting luggage from another person, thinking it was ours I got scared he might lose our bags. The poor guy was so harassed as he was the only one in the lobby to take care of everyone. So my kids and I just took our bags ourselves to our room.  The room was spacious and modern. The kitchenette was old. the kitchen top had seen better days. They should have put first class granite instead of the existing granite-looking sad top that they have there. they provided 1 toothbrush only, what gives? the room has 1"
536,September 2014,The best hotel in the Urbanity,NA,50,"Stayed for only 1 day - 1 night and I regret that I didn't book for more days. Oakwood Premier gave me a luxury experience for just an affordable price.   Receptionists were really friendly. Rooms are very spacious and modern.  Though the menu were a bit expensive, the residence offers a kitchen in which you can cook your own meal. It's a plus since the hotel is accessible to various supermarket.  It's a big THUMBS UP!"
537,May 2014,They even accept dogs!,NA,50,"We have stayed 5 weeks in Oakwood while relocating to Manila, and we were arriving with my wife and my dog. They accomodate us in the best way possible, we had an excellent service and we could stay even with our dog. There is an equiped kitchen in the apartments which was very useful for us to avoid eating out every day for over one month. The staff is friendly, breakfast is very good and it is conveniently located if you need ot work in or around Ortigas. I highly recommend this hotel."
538,December 2013,For Family affairs,NA,50,"The 2 bedroom unit has complete dining facilities. The furniture is perfect including the televisions on each toilet, laundry and cooking range. The room is huge for a 2 bedroom suite. The pool is also well maintained. The parking is very convenient. Podium Mall is just across. 24/7 marts are just around the corner. Overall, I give 5 stars."
539,July 2014,Best decision I ever made!,NA,50,"Stayed for a week. Got the one-bedroom suite. Everything you need is there, where you need them. There's a full kitchen but I never used it. Bed and beddings are top class. I also tried the pool and jacuzzi which made my stay more memorable. Location is convenient because of its proximity to shopping malls. I also need to mention how the staff made me feel at home. All my requests have been attended to with care. Special thanks to the duty officer, Mae Goyeneche and the very professional receptionists and bellboys. I would definitely recommend this to my colleagues and friends."
540,August 2014,"The ""Queen"" this side of town",NA,40,"With the intent of taking a breather from the stress I was feeling from work in the past few weeks, me and my husband booked an Executive Studio at Oakwood Premier via Agoda. At 30% off, we only paid Php 6.4K (inclusive of Agoda's booking fees) for a one night getaway.  We arrived at 3PM. Parking was a bit tight but not extremely space-challenged as other hotels I have stayed in (if you compare it to the parking area of Discovery Suites located a block away).   The front desk upgraded us to a 1 BR Suite at no extra cost. The cheery front desk person asked us if this was our first time in the hotel because if yes, the upgrade would be a welcome surprise.  She was definitely correct! We stayed at a corner room (2604) and to our delight, the moment we opened the door, both my"
541,July 2014,Affordable Luxury,NA,40,"Was staying there for 3 nights back in july for business and it was my 4th times staying at Oakwood. The room is so spacious for only one person :) it's upgraded from deluxe to executive studio (if im not mistaken). The staff are very helpfull, food was nice (luv the pizza). Excellent wifi connection."
542,August 2014,Deserves to be #1,NA,50,"This hotel deserves to be # 1 not only in Pasig area but the whole Metro Manila. The rooms are excellent! Its rates are more than reasonable. Every furniture or amenity is at its best. The kitchen, bathroom, bed and living room are comfortable to stay/work in.   This is my friends favorite hotel. You'll never go wrong. It has been 4th time here and we still haven't experience any discomfort or inconvenience."
543,July 2014,Spacious and Luxurious,NA,40,We stayed here from July 23 to July 30 on a two bedroom residence. I booked with two breakfast buffet thorugh a combiantion of internet and actual direct contact with the booking personnel.  We emjoyed the breakfast buffet as the personnel even greets me every morning by my name. It made the stay very personal. I liked the residence itself. It is spacious and very clean. They did clean the unit everyday and the toiltries were replenished everyday. The SM megamall and robinson's galleria were all walking distance. I Liked the idea that I can acces entry on the ADB side and the Topaz Rd.  The gym and the swimming were awesome. We also used the spa for mani - pedi. This is also good.  Personnel were all very friendly. Definitley will stay here again.
544,July 2014,My Second Home in Manila :),NA,50,"This is by far the best hotel in Ortigas. It is great for families with young kids. It is modern & luxurious with all the comforts of a home. We always stay in a 1 bedroom suite & its really worth every penny. Spacious rooms with bathtub and full kitchen amenities. There are 3 TV sets with 1 in the bathroom (perfect while soaking in the bathtub!). We also love the heated swimming pool. Service is excellent and staff are very friendly. The location is great as well. It is in the heart of Ortigas - near SM Megamall, Robinsons, Podium & St Francis Square (all within walking distance). Will keep coming back here for sure!."
545,July 2014,"Luxurious rooms, great value for money",NA,50,"I stayed one night over the weekend with my wife and we booked a one bedroom deluxe room. We booked the room online as the prices for booking in advance were cheaper on the internet than when you tried to book over the phone directly. (Not really sure why this is an online only promo thing. This fact, as well as having multiple websites for the hotel on the internet, made for some pre-booking confusion).  The hotel is located in a very good location. It is inside one of the central business districts in Metro Manila and there are a lot of malls all around it as well as convenience stores and restaurants. There are at least two malls that are in walking distance so you could just eat there instead of availing of the hotel's expensive private dining options.  Finding a parking"
546,July 2014,Superb Staff,NA,50,"We stayed in the hotel overnight with my kids. Staffs are all accommodating, polite and smiling. We had a huge space, fully equipped kitchen area, however, there's no bidet and exhaust in the bathroom is not working (rm2801).  It was almost a great stay except when my kid got his ring finger pinched accidentally in the door, near the pool. The staff was quick and informed the Nurse on duty immediately for first aid. My son was brought to the nearest hospital for surgery. Kudos to Ms. Jen, who was the Nurse of duty and accompanied us to the hospital, also to Ms.Lala of the front desk for extending our stay for few hours with no charge. Highly recommended hotel, we'll be back for sure."
547,July 2014,Your home away from home......,NA,50,"We had a one hour delay arriving , so our family were already waiting for us at the lobby. So i was already stressed when i arrived. But the check-in was efficient and swift, that i felt at ease immediately. We stayed on the 26th floor, and had a fantastic view. I enjoyed the classic furnishings paired with the modern appliances. Ten minutes upon arrival, i was using the digitlal oven, and glass stove, and was setting up for dinner. We were too stressed to go out due to the delay, so we opted to dine in. After dinner, the automatic dishwasher was great to have!  At the same time, started doing laundry with the combo washer-dryer, and in 2 hours, the full load of laundry was done! There is STEAM iron(yes, not one of those cheap ones which doesnt remove one crease) so i was able"
548,July 2014,perfect for stay-cation. stayed with 2 toddlers.,NA,50,"i got a membership in oakwood. and used a voucher for this 1-br unit (i only paid 4k for an overnight stay in this spacious fully equipped room).  this third stay was the best. their service improved. or at least i didnt encounter the staff who didnt do well during my first stay. the frontliner (in my 3rd stay) gave me an excellent service from check in to small requests to check out. it was a breeze. during my first stay, the frontliner (guy) ruined the start of my stay. but this time, everything went well.  perfect for ""stay-cation"". fully equipped with dishwasher, microwave, ref with big freezer, oven, stove, pots and pans, coffee maker, electric kettle, pots and pans, dishes, knife and chopping board, can opener. while in the bathroom, there's a tv, wet sauna inside the"
549,June 2014,All good except for the water heater,NA,40,"I stayed 2 nights in Oakwood from 25-27 June 2014. I have no complaints with regards to the location, rooms, cleanliness & service - they were good! However, the management may like to look into improving the water heater system as the heater is not even warm at all."
550,June 2014,Good location for business.,NA,40,The location of this hotel is best. Especially for businessman who has meeting in ortigas or pasig. Room facilities are excellent. There are a laundry machine in each room. 3 TV in a room. And the quality of breakfast buffet is pretty good. There are various fruits. 
